Gene,p53_mock_1,p53_mock_2,p53_mock_3,p53_mock_4,p53_IR_1,p53_IR_2,p53_IR_3,p53_IR_4,null_mock_1,null_mock_2,null_IR_1,null_IR_2
  Adam32,3.0907,3.1122,3.1514,3.1682,5.7081,6.4461,5.5321,4.6074,3.3511,3.0666,3.7127,4.8691
  Adam6b,7.1643,7.0335,6.9101,7.1999,6.3055,6.5946,6.5335,6.9358,7.3623,7.2309,6.464,6.4828
  Adam8,7.7788,7.3189,7.4184,7.3471,9.5265,9.9051,10.1872,10.3162,7.4222,7.4345,7.9658,7.8919
  Adamdec1,9.2546,9.5429,9.9017,9.5616,9.1132,8.5122,8.7326,8.4528,9.713,9.5027,8.8042,9.3281
  Adamts10,10.6645,10.9516,10.765,10.8822,10.4758,10.403,10.6858,10.7814,11.2023,10.9139,10.8997,10.7393
  Adamts13,5.2314,4.9228,4.6157,5.2196,5.0662,5.68,4.4415,4.0648,5.0648,4.0987,4.1429,4.089
  Adamts5,5.6202,4.9946,6.1382,5.0122,5.7802,5.7826,4.9669,5.057,5.223,5.9286,4.1429,5.5831
  Adamts6,10.3134,10.6572,10.3535,10.8992,8.7675,8.8854,9.1854,8.9677,10.9986,10.9729,8.9837,8.8571
  Adamtsl1,2.2158,2.2553,2.3153,2.2725,4.5093,5.0981,2.4232,2.7108,2.2557,2,2,2.6873
  Adamtsl2,4.624,5.7222,4.4959,4.4785,6.5315,6.8988,5.489,4.8174,5.9936,4.6446,5.2542,5.7668
  Adap1,9.0325,8.7763,8.9639,8.9306,8.7983,8.8911,8.927,9.1533,9.091,9.0409,10.7388,10.3898
  Adap2,9.0676,9.0389,9.2451,9.028,9.7429,9.2278,8.9669,8.5393,8.8625,8.9104,8.0795,9.0817
  Adat3,8.3087,8.5416,8.4385,9.1257,7.763,7.6753,8.2608,8.064,8.8697,8.5684,9.2738,8.6994
  Adcy1,3.7743,3.965,3.3019,3.7166,5.51,5.68,4.3479,4.0648,4.8489,3.7688,3.7127,4.5055
  Adcy7,13.2519,13.4453,13.2603,13.3514,12.0017,12.0183,11.8966,12.1388,13.5145,13.4312,11.9494,11.7975
  Adcy9,7.0353,7.2618,7.0335,7.2946,6.5727,6.0935,6.118,5.7113,7.0184,6.5971,6.0583,5.9297
  Add1,12.6145,12.7496,12.5092,12.8669,11.3724,11.4089,11.4809,11.7545,12.7703,12.8399,11.254,11.1023
  Add2,7.6549,6.8902,6.5677,5.2196,4.4217,5.3859,4.3479,4.1706,2.6614,5.4396,3.7127,4.9087
  Add3,13.3994,13.5327,13.3123,13.6299,11.7825,11.688,11.6249,12.0124,13.5756,13.6468,11.4125,11.5882
  Adgb,5.2064,4.0349,4.9707,4.6316,5.0662,5.1756,4.0244,3.9506,4.103,4.0987,3.8329,4.0184
  Adgra1,2.8535,3.4555,3.5627,3.8885,5.3294,5.7826,5.1442,5.0007,4.103,3.21,3.7127,3.6949
  Adgrb1,3.0907,2.8274,3.1514,2.5016,3.8805,5.3192,3.241,2.9672,2.8283,2.2856,2.3615,3.1509
  Adgre1,12.1187,12.1004,12.3843,11.7856,11.537,10.9035,11.6775,11.3843,11.7526,11.5821,11.2055,11.6904
  Adgre4,11.0674,11.4788,11.5881,11.0824,11.2234,10.5135,10.9282,10.7337,11.1875,11.2301,10.2691,11.3042
  Adgre5,13.2034,13.2465,13.0448,13.3074,12.5481,12.7335,12.6323,12.8235,13.0407,13.1124,12.7266,12.6929
  Adgrf2,3.5542,3.5539,2.5739,3.4131,4.1218,5.2492,4.1405,4.5299,3.7341,3.0666,4.1429,5.0571
  Adgrf5,6.6833,6.8326,7.4184,6.7761,6.9149,6.9875,6.5121,5.7459,7.0776,7.7658,5.2542,7.6678
  Adgrg1,5.7813,5.5421,5.0996,5.9781,8.3716,7.9862,9.3482,8.8729,5.7862,6.3867,9.2031,9.9947
  Adgrg3,4.624,3.4555,3.4382,3.5215,4.2289,5.3192,4.6903,4.0648,3.8158,3.46,5.4169,4.9087
  Adgrl4,4.5059,4.2261,4.8778,4.4785,4.8816,2.96,3.8981,3.6909,4.6846,5.2862,3.2771,4.9848
  Adh5,10.849,10.7779,10.8461,10.7664,12.0476,11.949,12.6992,12.7033,10.8465,10.9615,12.5453,12.1084
  Adh6-ps1,3.0907,3.5539,2.9833,2.6992,4.8144,6.053,2.75,3.5411,2.6614,3.0666,2,3.0123
  Adhfe1,6.3595,5.9011,6.1777,6.1229,7.1373,7.2429,6.5121,6.5215,5.5912,5.7047,7.6348,7.3458
  Adig,3.0907,2,2.5739,3.1682,3.8805,4.6321,3.8981,3.8266,2.2557,2.7283,4.0468,3.2773
  Adipoq,2.2158,2.6607,2.9833,2,4.2289,5.3192,4.8352,4.8811,2.6614,2.7283,4.3179,5.0919
  Adipor1,11.5606,11.3778,11.5678,11.5952,11.2005,10.9621,11.2288,11.3319,11.4379,11.9689,11.6068,11.3912
  Adipor2,11.1675,11.0376,11.1923,11.1558,10.8527,10.8109,11.3347,11.3566,11.2282,11.2562,12.2464,11.6067
  Adk,8.666,8.2685,8.6602,8.1884,10.0138,9.7426,10.5933,9.4098,8.1769,8.2782,11.0241,10.4928
  Adm,6.6923,6.5037,6.3256,6.6974,8.5212,8.8385,9.4015,9.1339,6.9834,6.9638,9.6481,9.7951
  Adnp,9.6726,10.5056,9.6319,11.2504,10.8537,10.9247,10.0528,10.3574,9.9452,10.1598,9.1891,9.2121
  Adprhl2,9.4669,9.3797,9.6722,9.4357,11.1698,11.115,11.7823,11.9111,9.66,9.6531,11.0949,10.6711
  Adrb1,6.0438,6.2918,6.308,6.3604,6.4673,6.1712,4.9025,5.057,5.7241,6.0669,5.0211,5.5333
  Adssl1,7.8652,7.3738,7.695,8.3067,7.6423,7.5788,6.8039,7.1188,7.4672,8.035,6.3477,7.241
  Aebp1,4.6612,4.8471,4.8778,4.6792,6.2042,6.6226,6.2531,5.602,4.9245,4.3671,6.3875,6.2711
  Aen,10.127,10.2239,10.2462,10.3382,13.7094,13.7862,14.1016,14.316,10.1947,10.3027,12.2875,11.8363
  Aes,11.9124,11.7528,11.7564,11.6966,11.2688,11.0158,11.0305,11.5807,11.6661,11.8235,11.7733,11.4038
  AF067061,6.9994,6.6331,6.9101,6.4862,5.9463,5.4497,6.5546,6.4392,6.6238,6.6357,8.03,7.6678
  Afap1l2,4.6612,4.9591,4.8291,3.7166,5.6706,5.3192,5.3021,4.2692,5.6811,4.6943,4.4739,6.1441
  Aff3,12.8476,12.9597,12.8489,13.3264,11.9161,12.237,11.5468,11.7374,13.2068,13.3125,11.4275,11.3824
  Aff4,13.1291,13.3111,13.1859,13.3531,12.8361,13.2383,12.7306,12.7698,13.3095,13.3878,12.9039,12.5181
  Afp,6.9015,6.7928,7.2527,6.8086,5.3767,5.7322,5.767,5.5243,6.9476,6.7691,5.4549,5.7668
  Agbl1,7.2767,7.5747,7.1473,8.5502,7.7269,8.2054,6.8387,6.794,8.056,8.4028,6.5007,6.6902
  Agfg2,8.7111,8.7165,8.5778,8.9232,8.0379,7.803,8.1194,8.3096,8.7344,8.7757,9.0284,8.8596
  Agl,10.1203,10.3082,10.1638,10.614,10.2703,10.3642,10.0436,10.1483,10.2917,10.373,9.093,9.5145
  Ago1,11.196,11.3601,11.2444,11.8958,11.2306,11.0328,11.1881,11.4429,11.4702,11.611,11.5743,11.3942
  Ago4,8.98,9.1334,9.0165,9.5165,8.2997,8.5047,8.0394,7.9864,9.2483,9.2252,7.4117,7.4568
  Agpat2,8.0239,7.9674,8.0113,7.9521,7.5316,7.0088,7.2015,7.6538,8.1885,8.1901,8.1678,7.9213
  Agpat5,8.8588,8.6261,8.8736,8.8574,11.0508,11.1285,11.7311,11.6145,8.7238,8.8322,10.8193,10.4489
  Agrn,7.995,8.1157,8.0438,8.0905,11.0608,11.0802,11.8143,11.6577,8.1692,8.035,9.7848,10.6493
  Agtr1a,3.8408,3.5539,2.5739,2.5016,3.2271,4.6321,3.241,2,3.5553,2.5238,2.8908,3.6949
  Agtr1b,4.3319,5.063,4.2215,5.2514,4.4217,5.5694,3.6067,4.5299,5.223,4.4846,3.9438,3.6013
  Agtrap,9.3547,9.3612,9.302,9.3278,8.9931,8.9475,9.0018,8.9931,9.1114,9.2231,9.099,8.8264
  Ahcy,9.9509,9.6635,9.9352,10.0779,11.7225,11.4278,12.2235,12.0159,10.0172,10.132,11.6329,11.418
  Ahdc1,10.0941,10.4963,10.165,11.0584,10.2434,10.3517,10.0602,10.3133,10.5605,10.3862,9.5062,9.1411
  Ahi1,8.3607,8.4391,8.4303,8.699,10.4987,10.7879,11.4439,11.6892,8.585,8.7078,8.767,8.7467
  Ahnak,13.3887,13.7601,13.6093,13.9491,12.678,13.1366,13.0472,12.8583,14.1363,13.6572,12.1259,12.9954
  Ahnak2,5.5019,5.9562,6.2536,5.0847,8.5981,9.1386,8.354,8.3939,5.3102,5.1857,3.9438,4.8283
  Ahsa1,10.9156,10.688,10.8854,10.6548,11.3731,11.194,11.7125,11.7449,10.7406,10.8714,13.7604,12.4433
  Ahsa2,9.9282,9.9477,9.8884,9.9048,9.1546,9.4739,9.6122,9.2165,9.961,9.8952,11.9647,10.0742
  AI413582,9.0589,8.8362,9.119,9.0777,8.1847,8.1197,9.0766,8.9192,9.1901,9.3112,9.1834,8.9831
  AI467606,11.0747,10.9052,11.0526,11.1142,9.5396,9.2988,9.6785,9.9637,11.3251,11.3935,10.2691,9.948
  AI854703,4.2363,5.4429,4.557,4.6316,5.1228,5.3859,3.8981,3.6909,4.4991,4.5399,5.3779,4.9472
  Aicda,7.4729,6.3478,7.5521,5.9396,7.008,6.5946,5.3512,5.6394,6.322,6.2932,5.9022,6.1606
  Aida,11.4545,11.4567,11.3943,11.5658,10.9865,10.9233,11.1339,11.1802,11.4792,11.6865,11.0607,10.883
  Aif1,9.4956,9.1094,9.8629,9.7434,9.2593,8.7462,9.2802,8.8006,9.2035,9.3033,8.1961,9.5016
  Aig1,9.8626,9.8841,9.9003,10.0236,9.4676,9.5953,9.5843,9.4989,9.8368,9.7472,9.3934,9.339
  Aimp1,10.298,10.1609,10.2133,10.079,10.7575,10.6757,11.2532,11.2338,10.2296,10.3027,11.8402,11.5639
  Aimp2,8.6405,8.5114,8.6285,8.4196,9.6688,9.6093,9.6929,9.8207,8.5467,8.6013,11.1349,10.6347
  Ak1,3.5542,3.1122,2.9833,2.873,6.6324,6.8524,7.3892,7.3837,3.2371,2.2856,3.8329,3.944
  Ak2,10.8595,10.6703,10.7755,10.6017,11.3219,11.1741,11.6124,11.7179,10.7575,10.9113,12.4835,12.1665
  Ak4,2.7186,2.8274,3.7835,2.6992,4.744,4.6321,4.9025,4.6808,2.4728,3.0666,4.398,4.7864
  Ak6,10.5095,10.258,10.5211,10.2094,10.7075,10.5915,11.0492,11.0717,10.6035,10.7126,12.0555,11.7773
  Ak7,4.186,4.6387,4.9707,3.8885,6.2557,6.6226,5.9047,5.8128,3.3511,4.0987,5.6958,6.0047
  Akap1,6.1261,5.7009,6.2161,5.7295,10.3211,10.3391,10.9089,10.7615,6.0789,5.7524,9.2197,9.1181
  Akap12,10.5102,10.5033,10.3108,11.2936,10.683,10.5612,11.3201,11.4684,10.9953,11.5103,9.1577,9.7739
  Akap14,4.8983,4.8078,3.9749,4.8961,6.4673,7.2248,5.5321,5.4838,4.103,5.0397,5.4918,5.4817
  Akap17b,8.8648,8.7192,8.6142,9.044,7.6228,7.169,7.5657,7.8011,9.0302,9.4185,8.2073,8.0815
  Akap6,3.7046,4.6828,4.3652,2.873,5.0662,5.68,2.75,4.1706,3.2371,3.46,3.4374,2.8589
  Akap7,9.0019,9.0389,9.0355,9.0048,8.3119,8.5122,8.3051,8.2261,8.9168,8.9339,7.9592,8.2375
  Akna,13.4061,13.571,13.368,13.8615,13.1706,13.3977,12.9247,12.8775,13.6408,13.5394,13.5372,12.6507
  Akr1b10,9.746,9.6608,9.667,9.6238,11.5667,11.579,12.1851,12.3449,9.6335,9.6149,8.4332,8.7023
  Akr1b7,6.9323,6.999,7.3681,6.9414,7.0524,5.9684,5.9047,5.9967,6.8048,6.3716,4.1429,5.3147
  Akr1b8,3.9044,4.0349,3.5627,3.2958,4.5918,4.8369,4.2479,3.6909,3.5553,4.5932,2.8908,4.7432
  Akr1c13,6.2165,6.0769,6.3431,5.7741,5.9463,5.4497,6.2006,5.3993,5.4188,5.6302,4.546,5.1917
  Akr7a5,8.8057,8.6734,8.6879,8.585,8.2111,8.0391,8.3955,8.6532,8.6337,8.5002,9.4344,8.8596
  Akt3,11.6795,11.8298,11.7351,12.0315,11.4134,11.5429,11.3797,11.4922,12.0946,12.1682,11.6499,11.5866
  Alas2,9.8536,8.4615,7.4348,11.7822,7.7541,8.3793,7.9227,7.6169,8.2921,13.1014,7.3526,11.5413
  Alcam,10.0018,10.1213,9.8825,10.1334,9.0082,9.1142,9.1232,9.1404,10.2389,10.214,9.4672,9.1982
  Aldh18a1,10.1452,9.9846,9.9778,9.8706,10.7676,10.707,10.9621,11.0151,9.8731,9.8548,12.297,11.8802
  Aldh1a1,6.9399,5.7844,5.5239,6.8611,4.3285,4.1073,4.3479,3.5411,3.7341,7.8666,3.0969,6.4563
  Aldh1b1,7.2946,7.0838,6.9898,7.2869,6.866,6.6226,6.9221,7.3162,7.2269,7.4634,7.3222,7.7519
  Aldh1l1,6.0578,5.8823,6.4274,6.4995,6.3055,5.9241,4.8352,4.7507,5.2817,5.2862,4.1429,4.6987
  Aldh3a2,10.5999,10.6579,10.5449,10.5474,10.1063,9.9853,10.4117,10.5969,10.5168,10.5966,10.7693,10.4756
  Aldh3b1,9.8626,9.5459,9.7594,9.5853,9.0921,8.9802,8.714,9.1758,9.468,9.707,9.4296,9.3588
  Aldh4a1,9.1019,9.0495,9.0621,9.0843,12.3226,12.251,12.789,13.143,9.0022,8.8813,8.8115,8.4604
  Aldh5a1,4.5059,4.4471,4.6721,3.5215,4.6699,4.8369,3.4354,3.5411,3.9666,3.3404,2.6502,3.6949
  Aldh6a1,8.5589,8.5205,8.5555,8.6036,7.907,7.8151,7.723,7.8497,8.5763,8.6078,7.7839,7.7948
  Aldoa,12.7699,12.5254,12.7018,12.4754,12.5628,12.3452,12.7854,13.0686,12.5357,12.6619,13.7369,13.4648
  Aldob,2.8535,3.3499,2.3153,3.1682,4.2289,4.7381,3.4354,2.9672,2.9778,3.7688,4.4739,3.6949
  Aldoc,7.1643,6.8028,7.2527,7.3618,5.9146,6.0935,5.489,5.7459,7.0609,7.4345,6.2213,6.5088
  Alg10b,10.0623,10.0323,9.9708,10.0757,9.9644,9.7773,10.4403,10.5969,10.0269,10.1024,11.2965,10.5973
  Alg3,8.2334,8.1397,7.9212,7.9128,9.085,9.0994,9.336,9.4125,7.882,8.0058,10.1841,9.9855
  Alg8,8.2999,8.1941,8.2195,8.0044,9.1062,9.3117,9.5894,9.5414,8.0306,8.2494,10.6578,9.9832
  Alkbh1,10.7648,10.795,10.6687,10.8986,11.7825,12.2392,12.1762,12.0831,10.9188,10.9119,12.9039,12.5503
  Alkbh5,11.5053,11.592,11.5696,11.7316,11.1639,11.1187,11.199,11.3247,11.5323,11.5197,12.3643,11.5365
  Alkbh7,7.2706,7.1404,7.5446,7.3173,7.1912,6.8044,7.6167,7.8656,7.4672,7.651,8.4427,8.0553
  Alms1,10.0081,9.9879,9.9149,9.9933,9.516,9.5917,9.3238,9.4152,10.0785,10.0342,10.2876,9.8031
  Alox15,4.4215,3.4555,4.0619,4.042,5.7081,6.537,6.97,4.1706,4.1667,3.9432,3.7127,4.7864
  Alox5,5.7296,4.3949,4.8291,4.5823,6.4673,6.3491,5.8375,5.057,3.9666,4.5399,3.2771,4.5563
  Alox5ap,8.297,7.5511,8.1013,7.6869,7.5106,7.6753,7.5553,6.7605,7.4091,7.4847,6.7347,7.4366
  Alpk3,4.6976,4.7673,4.6157,5.1537,7.3773,8.5122,6.675,6.5014,5.0648,5.0776,6.5541,6.5718
  Alpl,8.1539,7.9449,7.7679,7.0175,9.6521,9.6267,9.7118,9.4498,7.3691,7.4198,10.5247,10.5353
  Als2cl,7.837,9.06,8.2148,7.5139,9.4704,9.9444,8.632,8.7069,9.1315,7.0521,7.5671,8.3206
  Alx4,6.9847,7.2907,6.8256,7.5399,8.3716,9.124,7.3774,7.6169,7.3758,7.2393,6.0827,7.1776
  Alyref,10.6553,10.3499,10.4979,10.1869,11.5995,11.531,11.8349,11.9215,10.4172,10.5324,12.8617,12.2893
  Amd1,10.8485,10.6737,11.0163,10.9092,10.6865,10.7119,11.2164,11.0946,10.8263,10.9891,12.5431,11.8852
  Amd-ps3,5.3953,5.2799,2,4.8961,8.7808,8.8503,7.7778,8.4263,4.8872,6.4017,6.8813,7.95
  Amelx,4.186,4.6828,4.4959,4.3667,4.744,4.7381,4.9669,5.0007,4.2862,4.0231,2.3615,3.7828
  Amer2,3.7743,4.1651,2.9833,3.9673,4.8816,5.4497,3.241,3.6909,3.4568,4.0231,3.0969,2.4924
  Amfr,11.7229,11.7234,11.7503,11.6817,11.1731,11.1309,11.4326,11.5656,11.7594,11.8277,12.0481,11.5203
  Amh,5.2064,5.4683,4.925,5.2196,5.6321,6.1329,6.0602,6.1074,5.1927,5.1506,7.1934,6.4563
  Amhr2,3.9044,3.6461,3.5627,3.8885,5.1773,5.9684,5.3986,5.4422,3.5553,3.5705,5.5974,4.7432
  Amigo2,8.3117,8.3767,8.2569,7.6985,7.915,7.6484,7.6948,7.8734,7.8961,7.676,9.3131,8.8134
  Ammecr1l,10.361,10.5651,10.4392,10.6637,10.1254,10.0866,10.3692,10.3892,10.5737,10.6129,10.9824,10.3445
  Amn,3.9653,4.5931,4.432,4.5314,6.4229,6.7292,6.0304,5.6394,4.5478,4.0987,6.5541,6.1769
  Ampd3,9.612,9.8518,9.585,10.0086,9.1443,9.0642,8.8651,9.011,9.7589,9.8105,8.3092,8.8238
  Amph,2.2158,2.2553,2,2.2725,4.1218,4.6321,2.4232,2.9672,3.1133,2.2856,2.3615,2
  Amz2,9.5135,9.3864,9.3908,9.4563,8.6229,8.7525,8.9903,9.1501,9.6208,9.6902,9.7922,9.2703
  Ang,3.9044,4.2261,4.557,3.4131,4.2289,3.9396,3.0163,2.7108,3.8931,3.21,2.8908,3.0123
  Angpt1,5.5819,4.7673,5.7503,5.7741,5.4669,5.3859,5.3512,5.1634,5.2817,5.5516,4.3179,5.7668
  Angptl1,10.8054,11.1441,11.0088,11.5253,9.6783,9.6675,9.6421,9.8687,11.2826,11.1934,10.0197,9.9867
  Angptl2,7.8082,8.5506,8.1167,8.7967,7.8068,7.7148,7.5342,7.8011,8.6167,8.5449,6.1304,7.1196
  Angptl4,7.0211,7.3806,7.2982,6.7089,7.0669,6.1329,6.9383,6.9508,6.9109,6.5574,7.9853,8.0286
  Ank1,8.8366,8.4456,7.95,7.7772,7.1235,7.9646,6.8039,7.1834,6.4555,8.1282,6.4452,7.0505
  Ankfy1,12.7245,12.7622,12.7045,12.8693,12.3462,12.2437,12.5122,12.503,12.7279,12.7979,12.7595,12.5912
  Ankrd13b,4.6612,4.3408,4.3652,4.8553,9.1097,9.2368,9.333,9.2501,5.4188,4.5399,6.8813,6.8816
  Ankrd2,3.6313,2.8274,4.1439,3.6224,3.5905,3.9396,3.7598,3.1849,3.5553,4.5932,3.2771,4.4529
  Ankrd22,4.7676,3.1122,2.3153,3.8885,3.2271,3.5314,4.2479,4.1706,3.3511,2.2856,4.3179,3.1509
  Ankrd27,10.0856,10.152,10.042,10.264,10.1358,10.0459,10.2897,10.4096,10.2175,10.2785,11.3678,10.9994
  Ankrd33b,8.6614,8.7814,8.6214,8.444,10.6629,11.1905,10.7397,10.4575,7.9604,8.073,11.1774,10.6146
  Ankrd36,2.4036,2.8274,2.3153,2,4.3285,4.9293,2,2.9672,2.2557,2,2.3615,2.4924
  Ankrd37,7.889,7.8609,8.033,8.0728,7.1373,7.2248,7.8981,7.9197,8.2038,8.0058,8.3551,7.4024
  Ankrd44,13.284,13.4751,13.3276,13.6218,11.9146,12.0521,11.5709,11.7866,13.6367,13.6294,11.401,11.3522
  Ankrd49,9.3085,9.1707,9.1688,8.7804,10.1563,10.2321,10.5831,10.5572,9.0494,9.3999,11.5149,11.125
  Ankrd50,9.588,9.6949,9.6636,9.8368,9.4456,9.2187,9.7211,9.9377,9.6929,9.7428,9.2142,9.1618
  Ankrd53,4.624,5.4683,4.6721,5.8172,4.744,5.8314,5.6543,5.3095,5.0648,5.3495,6.2647,5.9103
  Anks1b,4.0799,4.3949,3.9749,3.8885,6.1507,6.3152,5.1442,5.3551,3.8931,3.9432,3.0969,3.0123
  Anks6,4.733,4.6387,4.1439,5.1196,4.6699,4.2574,4.3479,4.0648,5.1927,4.5932,4.3179,4.7864
  Anln,8.0417,7.709,7.4985,7.2559,7.008,6.4145,6.5959,6.4809,7.1344,7.0804,7.3425,6.9401
  Ano1,3.7743,3.965,3.7835,2.873,4.5918,5.3192,4.0244,3.6909,4.103,3.21,3.0969,4.6987
  Ano6,11.484,11.5159,11.5926,11.7203,11.2395,10.9986,11.0011,11.0588,11.5806,11.6167,10.6404,10.6617
  Ano9,2.8535,2.4722,3.1514,2.2725,4.3285,5.3192,5.0284,4.8174,2.6614,2.7283,2.8908,3.0123
  Anp32a,12.0684,11.8159,11.8924,11.7907,11.8252,11.6246,11.5329,11.8611,11.6633,11.7893,12.2927,12.2597
  Anpep,7.1447,6.6883,7.2247,7.1669,7.2433,7.1306,6.2006,5.7459,6.7435,7.449,5.4918,6.4828
  Antxr2,9.9999,9.9111,9.9903,10.2815,9.0886,9.3245,9.062,9.1694,10.4867,10.4003,8.9837,9.2141
  Anxa1,8.8847,7.9539,8.4056,8.121,7.0955,7.55,7.7598,6.6368,8.4217,8.6175,6.2859,7.5029
  Anxa11,10.2483,10.2967,10.2002,10.3675,9.7407,9.4663,9.4044,9.646,10.0743,10.1476,9.5638,9.3659
  Anxa2,9.6986,9.0346,9.6319,9.1321,9.0269,8.8562,9.1267,8.3268,9.091,9.2545,7.8566,8.9502
  Anxa3,7.2886,7.3535,7.2527,7.2637,7.5729,7.2429,7.119,6.6368,6.9294,7.5999,5.9823,7.6029
  Anxa5,10.0377,9.853,10.2577,10.0086,10.1306,9.7522,9.818,9.6483,9.7576,10.0687,8.48,9.6331
  Anxa6,12.5176,12.5124,12.5696,12.5914,10.7087,10.6436,10.387,10.4351,12.6395,12.6735,10.6659,11.0255
  Anxa7,11.0996,10.9437,10.9388,10.8165,10.5831,10.3307,10.5754,10.6192,10.8878,10.9405,11.1312,10.8484
  Aoc2,8.4271,8.496,8.3332,8.6669,9.7474,10.2138,9.9231,9.7816,8.3652,8.5141,10.5751,10.2618
  Aox4,5.6391,5.4169,5.2553,5.2196,5.8822,6.5073,5.3021,4.9422,5.0648,4.6943,4.0468,4.8691
  Ap1b1,11.4641,11.4151,11.4084,11.5917,11.0195,11.0328,11.3581,11.4775,11.4678,11.4747,11.5311,11.349
  Ap1m1,11.0067,11.0841,10.9658,11.4185,10.6994,10.5209,10.5162,10.6999,11.1272,11.1333,10.6639,10.807
  Ap1m2,6.5897,6.7827,6.5972,6.3008,5.0072,5.5108,5.1442,4.7507,6.7118,6.9227,5.0211,5.0214
  Ap1s1,8.4645,8.3253,8.3244,8.4231,8.0231,7.4126,7.9468,8.0844,8.0518,8.3765,7.9918,8.0987
  Ap2s1,9.9981,9.9087,10.0672,9.9135,9.8241,9.3951,10.0694,10.2147,10.0301,10.071,10.8211,10.2967
  Ap3m2,9.8313,9.8603,9.8735,9.9333,9.3745,9.2048,9.2417,9.3908,9.8932,9.9162,8.9804,9.0015
  Ap3s1,8.264,8.0749,8.2101,8.0413,8.1027,7.5205,8.4358,8.0776,8.0769,8.2243,8.5208,8.194
  Ap4s1,8.8945,8.824,9.0541,8.967,8.6424,8.5992,8.8091,8.938,9.0599,9.1065,9.7717,9.4739
  Ap5m1,9.9917,10.1193,10.139,10.0178,9.4704,9.4468,10.1972,10.2132,10.2537,10.2076,10.7693,10.2132
  Apaf1,10.8184,10.8946,10.8299,11.0534,13.5772,13.6551,14.2545,14.2389,11.0591,11.0374,10.4086,10.0926
  Apbb1,7.0139,7.2691,7.2057,7.5007,6.2557,6.65,6.1736,5.9676,7.1344,7.162,7.6675,6.7677
  Apex1,9.8982,9.6371,9.6911,9.695,11.4006,11.3877,11.9886,11.9658,9.6793,10.0099,12.9703,12.651
  Aph1a,9.8746,9.7123,9.8854,10.0442,9.7316,9.574,10.0639,10.1304,10.0333,9.9789,10.9177,10.4115
  Aph1b,7.9201,7.817,8.2101,7.6396,7.4565,7.169,7.119,6.6182,7.559,7.0804,7.2267,6.9591
  Api5,11.8947,11.7962,11.867,11.7565,12.0218,11.9469,12.5146,12.4836,11.858,11.9322,13.5742,12.9583
  Apip,8.2396,8.0873,8.0491,7.9569,7.763,7.55,7.5553,8.064,7.9148,8.27,8.2073,8.2529
  Aplnr,4.4644,4.4471,5.0996,4.4237,4.3285,4.3934,2.75,2.7108,4.5478,5.4396,2.3615,5.0214
  Apob,2,2,2,2.2725,3.5905,4.6321,2.4232,2.7108,2.2557,2.2856,2,2.4924
  Apobr,8.6051,8.2503,8.7082,8.4126,8.8453,8.5564,7.9861,7.8577,7.809,7.8393,6.8951,8.2375
  Apoc1,6.4368,5.7639,6.0977,6.1569,5.9774,4.8369,6.0602,4.8174,6.733,6.722,5.2966,6.316
  Apoc2,5.181,4.6387,5.3273,4.5314,5.1773,4.7381,4.9669,4.2692,4.2277,5.2535,3.4374,3.944
  Apoe,13.3899,13.4826,13.5648,12.9557,13.289,12.561,12.6526,12.3396,13.1002,13.5938,12.0954,12.9413
  Apol10a,4.9292,4.2846,3.1514,3.2958,3.5905,4.9293,2.75,2,2.2557,2.7283,2,2.8589
  Apol10b,5.1018,4.9228,5.613,4.8132,6.3055,6.4461,6.4001,6.8901,4.6404,4.6446,3.9438,5.1259
  Apol11b,8.4828,7.4267,5.4929,7.603,4.8144,6.5661,3.6067,4.0648,3.3511,8.1009,3.2771,7.0941
  Apol7b,5.1018,4.9228,5.5239,6.3604,5.4225,5.8785,5.1988,4.2692,5.7241,5.821,5.6958,5.8707
  Apol7c,8.8264,8.6596,9.1931,9.4783,7.2175,7.55,8.2863,8.6803,9.4231,9.6562,9.5659,10.4072
  Apol8,5.1018,4.2846,4.1439,3.1682,5.2298,6.245,5.0284,4.6074,2,2.5238,4.3179,4.6528
  Apol9b,4.0799,3.8143,4.2951,3.0281,4.2289,4.1073,3.0163,2.9672,3.4568,3.46,2.8908,3.6013
  Apoo,6.58,6.8712,7.1373,6.1229,8.6031,8.3122,8.959,8.6162,6.9385,6.0093,8.2128,7.9967
  Apoo-ps,5.8312,3.2359,4.2215,5.1537,4.6699,6.7547,7.3892,8.0844,3.2371,6.0857,6.3068,5.7882
  App,9.7909,9.95,10.0855,9.8499,10.9151,10.6555,10.636,10.7877,9.1591,9.2294,8.5605,9.2892
  Aprt,9.1907,8.9936,9.2727,8.9182,11.6455,11.3836,12.4997,12.5112,9.089,9.0432,11.6852,11.165
  Aqp1,8.4217,7.7511,7.825,5.9781,4.5093,5.0162,5.3986,4.6074,4.5478,6.2103,5.1189,5.4281
  Aqp10-ps,5.373,5.3363,5.1401,5.6601,5.2298,4.9293,5.5321,5.6758,5.6369,5.7047,5.9022,5.9297
  Arap3,7.2585,7.2175,7.3071,7.419,7.3057,7.6619,7.241,6.8105,7.2194,6.7457,5.8745,7.2254
  Arc,5.0466,4.9946,4.8778,5.4566,6.9929,6.9875,8.2672,7.9791,5.4447,5.6302,7.0886,6.5343
  Arf2,9.1221,9.0088,9.07,8.9452,8.6806,8.2862,9.0509,8.9931,9.0388,9.1889,9.7792,9.3623
